0000000171,1,26,97,448,9,37.25
0000000172,1,20,71,85,4,87.63
0000000173,1,27,7,356,1,72.82
0000000174,0,27,97,497,4,56.03
0000000175,1,21,18,276,3,72.17
0000000176,0,29,59,556,10,99.38
0000000177,0,20,46,551,8,21.00
0000000178,0,24,76,203,4,10.66
0000000179,0,28,1,401,1,76.12
0000000180,1,21,19,489,1,66.30
0000000181,1,26,13,117,2,16.50
0000000182,0,23,20,228,1,2.89
0000000183,0,26,7,118,1,84.78
0000000184,1,26,24,241,3,63.78
0000000185,0,26,59,260,4,97.37
0000000186,0,30,53,215,5,19.56
0000000187,1,23,72,352,1,8.79
0000000188,1,29,91,153,14,26.21
0000000189,1,27,99,365,15,98.33
0000000190,0,23,99,524,17,70.44
0000000191,0,27,80,65,2,29.26
0000000192,0,27,91,250,16,8.64
0000000193,0,26,34,147,2,48.19
0000000194,1,24,88,106,17,45.55
0000000195,0,22,20,145,4,11.87
0000000196,1,18,83,463,13,6.25
0000000197,0,19,2,335,1,27.72
0000000198,0,24,17,86,2,29.70
0000000199,0,28,5,506,1,71.79
0000000200,0,26,29,597,1,77.30
0000000201,1,28,91,60,13,17.16
0000000202,1,19,2,309,1,15.68
0000000203,1,25,92,109,6,50.37
0000000204,1,18,89,452,12,83.64
0000000205,1,23,7,39,1,94.69
0000000206,1,21,86,153,3,59.93
0000000207,0,29,12,154,2,60.33
0000000208,1,27,15,302,3,11.27
0000000209,0,28,18,236,3,75.33
0000000210,0,19,100,356,6,23.82
0000000211,0,20,98,469,19,30.89
0000000212,0,30,36,93,4,58.27
0000000213,0,25,74,128,6,98.01
0000000214,1,22,59,19,8,15.48
0000000215,0,18,31,122,1,91.07
0000000216,0,24,84,530,2,71.02
0000000217,0,20,12,298,1,52.82
0000000218,1,30,23,526,1,65.05
0000000219,1,23,87,209,2,48.99
0000000220,0,21,25,73,1,53.69
0000000221,0,21,13,472,1,43.36
0000000222,1,28,8,193,1,3.02
0000000223,1,18,46,280,4,18.36
0000000224,1,19,16,281,3,52.18
0000000225,1,26,12,574,2,40.81
0000000226,0,27,53,70,5,92.89
0000000227,0,25,42,523,5,1.23
0000000228,1,23,37,441,6,76.19
0000000229,1,23,62,95,7,72.12
0000000230,1,29,84,216,3,29.02
0000000231,1,22,24,352,3,27.72
0000000232,0,27,76,404,8,62.56
0000000233,0,24,67,334,5,84.33
0000000234,0,20,37,198,7,97.04
0000000235,1,18,17,232,2,7.00
0000000236,1,30,95,54,13,60.45
0000000237,0,18,74,552,6,59.75
0000000238,1,19,8,93,1,6.02
0000000239,0,27,35,445,6,78.47
0000000240,0,30,33,355,3,0.12
0000000241,1,19,67,291,10,1.16
0000000242,0,27,23,161,3,37.33
0000000243,1,28,76,365,14,18.76
0000000244,1,25,94,154,1,59.20
0000000245,1,20,7,522,1,76.07
0000000246,0,26,57,408,10,40.66
0000000247,1,19,54,470,1,68.62
0000000248,0,25,43,224,5,96.87
0000000249,0,24,17,365,1,88.06
0000000250,1,20,68,63,3,17.31
0000000251,0,30,53,344,8,17.78
0000000252,0,22,58,463,8,21.38
0000000253,0,24,27,267,5,9.37
0000000254,0,26,99,544,4,92.82
0000000255,0,23,61,377,6,36.68
0000000256,0,26,34,182,4,32.15
0000000257,0,20,68,552,12,12.94
0000000258,0,26,51,439,9,49.18
0000000259,0,20,50,98,1,33.66
0000000260,1,21,73,348,1,52.08
0000000261,1,22,44,85,7,74.30
0000000262,0,18,90,219,1,87.90
0000000263,0,18,5,422,1,6.87
0000000264,1,19,34,523,4,63.33
0000000265,0,21,27,477,5,89.08
0000000266,1,23,21,294,2,90.48
0000000267,0,20,8,11,1,19.35
0000000268,0,30,7,30,1,81.15
0000000269,1,27,98,340,14,12.36
0000000270,1,30,39,101,4,59.38
0000000271,1,28,41,379,5,93.58
0000000272,0,23,80,23,2,95.19
0000000273,0,23,4,270,1,27.88
0000000274,1,21,37,3,7,98.66
0000000275,1,19,77,322,3,63.07
0000000276,1,24,39,160,6,73.03
0000000277,1,20,94,518,17,46.35
0000000278,1,21,83,233,15,79.59
0000000279,0,27,10,340,2,28.32
0000000280,0,20,55,47,8,53.72
0000000281,1,25,27,593,5,40.32
0000000282,1,18,5,223,1,40.57
0000000283,1,22,17,102,2,77.68
0000000284,1,25,87,56,2,9.88
0000000285,0,25,86,454,7,73.41
0000000286,0,20,14,450,2,15.49
0000000287,1,26,95,392,7,96.42
0000000288,1,20,68,117,7,95.00
0000000289,0,28,46,151,5,13.71
0000000290,1,27,85,25,9,16.21
0000000291,0,20,44,3,2,33.89
0000000292,0,25,78,177,13,29.87
0000000293,0,29,39,2,7,15.96
0000000294,0,24,26,500,1,68.89
0000000295,0,23,85,136,5,95.80
0000000296,0,27,3,398,1,98.18
0000000297,1,25,58,110,8,78.62
0000000298,1,20,39,547,1,1.58
0000000299,0,22,66,568,3,13.32
0000000300,1,29,96,180,14,9.06
0000000301,0,20,88,187,8,52.94
0000000302,1,21,40,6,4,98.07
0000000303,0,26,59,302,10,25.84
0000000304,1,26,21,160,4,12.81
0000000305,0,22,7,313,1,78.70
0000000306,0,20,94,121,16,25.76
0000000307,0,23,69,295,12,72.54
0000000308,0,21,65,44,1,85.14
0000000309,1,18,42,302,8,12.26
0000000310,0,22,68,166,11,41.67
0000000311,1,26,15,229,3,59.83
0000000312,0,21,98,514,16,79.67
0000000313,1,18,29,312,3,74.18
0000000314,0,20,30,341,6,55.33
0000000315,1,23,96,221,4,66.29
0000000316,1,20,56,95,6,89.10
0000000317,1,22,91,549,15,81.18
0000000318,1,23,17,266,2,85.54
0000000319,1,30,23,533,2,10.39
0000000320,0,21,39,558,7,59.38
0000000321,0,26,52,549,10,69.03
0000000322,1,22,39,85,7,46.93
0000000323,0,19,37,228,2,76.21
0000000324,0,24,18,410,1,89.12
0000000325,0,26,73,54,8,70.35
0000000326,1,21,25,201,2,56.31
0000000327,0,25,9,356,1,9.87
0000000328,1,18,69,311,11,78.30
0000000329,0,20,62,413,6,10.95
0000000330,1,21,100,454,14,93.04
0000000331,0,23,43,215,6,44.67
0000000332,0,20,45,111,6,57.73
0000000333,0,23,17,104,3,13.80
0000000334,0,29,52,442,1,4.91
0000000335,0,18,9,316,1,89.58
0000000336,1,19,30,529,4,93.89
0000000337,0,21,29,372,2,31.69
0000000338,1,23,39,471,5,54.97
0000000339,0,24,38,400,6,93.84
0000000340,0,30,87,588,9,7.49
0000000341,0,24,82,438,11,52.38
0000000342,1,28,11,160,2,58.35
0000000343,1,23,82,109,10,44.19
0000000344,0,25,46,594,7,79.26
0000000345,0,19,70,147,1,54.57
0000000346,0,26,38,36,2,62.59
0000000347,0,21,60,184,10,0.99
0000000348,0,21,88,250,17,60.44
0000000349,0,29,97,142,14,35.78
0000000350,1,30,61,497,9,43.67
0000000351,1,30,94,449,2,44.66
0000000352,0,27,50,107,4,76.57
0000000353,0,22,36,285,3,9.94
0000000354,1,20,30,147,1,89.99
0000000355,0,30,1,451,1,44.81
0000000356,0,19,42,478,4,49.18
0000000357,0,19,24,359,3,19.37
0000000358,0,25,73,385,6,32.03
0000000359,1,21,80,400,6,65.31
0000000360,1,19,39,289,6,16.85
0000000361,0,22,5,522,1,29.33
0000000362,0,21,27,442,5,83.45
0000000363,0,23,18,305,3,25.02
0000000364,0,24,12,171,2,87.42
0000000365,1,27,79,67,10,83.27
0000000366,0,26,95,209,16,4.84
0000000367,1,27,51,235,8,5.43
0000000368,0,28,42,382,8,71.62
0000000369,0,19,26,116,2,74.69
0000000370,1,20,31,585,4,91.86
0000000371,0,28,14,584,1,95.26
0000000372,0,22,7,112,1,13.39
0000000373,0,19,29,12,2,59.65
0000000374,0,27,98,549,17,73.41
0000000375,1,21,28,251,4,56.80
0000000376,1,23,70,421,2,51.49
0000000377,1,26,84,152,8,61.64
0000000378,1,26,78,156,13,84.30
0000000379,0,28,30,428,2,76.37
0000000380,1,18,76,564,3,12.47
0000000381,0,29,69,235,1,88.91
0000000382,0,30,16,104,1,88.29
0000000383,0,22,93,532,1,17.43
0000000384,0,20,100,542,18,31.70
0000000385,1,21,19,79,3,58.78
0000000386,1,24,64,486,4,64.32
0000000387,0,20,76,215,14,73.51
0000000388,0,27,92,328,2,4.75
0000000389,0,22,47,64,1,71.47
0000000390,0,29,83,218,1,68.36
0000000391,1,26,53,562,4,11.23
0000000392,0,27,21,178,4,6.52
0000000393,0,18,12,562,1,46.84
0000000394,1,28,38,220,3,79.61
0000000395,0,25,27,153,2,4.06
0000000396,1,25,27,35,5,62.12
0000000397,0,28,10,327,1,38.70
0000000398,1,28,20,297,1,98.85
0000000399,1,24,98,270,10,50.90
0000000400,1,30,58,23,1,54.76
0000000401,1,28,59,510,8,29.41
0000000402,1,21,94,448,6,20.57
0000000403,0,26,11,79,2,2.98
0000000404,1,21,72,44,8,0.38
0000000405,1,28,40,243,8,67.51
0000000406,0,19,5,446,1,54.47
0000000407,1,23,28,138,2,17.39
0000000408,0,26,44,295,8,44.35
0000000409,1,23,50,563,4,74.71
0000000410,0,18,55,285,8,97.47
0000000411,0,28,22,567,3,38.91
0000000412,1,26,47,299,5,77.68
0000000413,1,22,5,405,1,50.91
0000000414,0,28,5,510,1,65.68
0000000415,0,20,72,220,5,13.96
0000000416,0,29,56,200,6,93.42
0000000417,0,30,11,546,2,73.24
0000000418,1,29,85,125,2,60.96
0000000419,1,19,68,342,3,55.87
0000000420,0,18,29,32,1,13.60
0000000421,0,20,17,212,3,75.59
0000000422,0,22,42,265,2,87.30
0000000423,1,18,33,480,6,51.15
0000000424,0,18,3,465,1,94.90
0000000425,0,20,74,464,10,46.30
0000000426,0,21,84,145,4,78.51
0000000427,1,25,54,495,8,11.02
0000000428,0,29,96,504,17,61.07
0000000429,1,30,63,43,3,61.37
0000000430,0,18,23,480,1,13.29
0000000431,0,23,99,355,11,44.05
0000000432,0,19,55,42,2,90.07
0000000433,0,27,21,158,1,4.27
0000000434,1,22,57,590,4,96.06
0000000435,1,24,28,405,5,97.04
0000000436,1,27,75,340,14,78.73
0000000437,1,28,65,308,4,95.96
0000000438,1,21,1,100,1,93.60
0000000439,0,22,11,561,2,77.66
0000000440,0,21,23,88,4,91.00
0000000441,1,25,33,459,2,64.70
0000000442,1,30,81,285,9,18.02
0000000443,1,28,72,553,8,72.13
0000000444,1,25,80,13,3,60.81
0000000445,1,19,62,429,8,93.66
0000000446,0,26,93,446,14,57.43
0000000447,0,30,71,297,11,37.58
0000000448,1,28,36,414,1,80.17
0000000449,0,28,79,50,4,51.18
0000000450,1,30,34,198,3,45.87
0000000451,1,21,73,98,8,3.40
0000000452,0,25,31,6,1,46.36
0000000453,1,22,45,319,3,65.91
0000000454,1,19,74,359,3,39.76
0000000455,1,27,34,167,3,88.14
0000000456,0,30,95,477,8,43.60
0000000457,1,22,45,202,9,34.28
0000000458,1,24,59,554,8,31.65
0000000459,0,21,85,186,6,62.46
0000000460,0,30,41,512,3,55.25
0000000461,1,28,25,347,2,61.83
0000000462,0,28,32,321,4,62.94
0000000463,0,26,95,544,4,21.98
0000000464,1,24,49,100,8,4.73
0000000465,1,23,25,339,5,79.01
0000000466,0,21,50,386,5,25.20
0000000467,1,23,40,427,8,28.20
0000000468,0,29,31,405,2,50.60
0000000469,0,23,58,459,1,83.37
0000000470,1,26,66,394,4,5.18
0000000471,0,22,98,45,7,64.55
0000000472,1,21,49,506,3,38.45
0000000473,1,19,1,290,1,74.89
0000000474,1,27,71,419,6,94.10
0000000475,1,20,87,496,16,41.73
0000000476,0,25,12,410,2,86.09
0000000477,1,19,73,107,3,14.75
0000000478,1,22,37,406,5,54.25
0000000479,0,23,52,409,3,87.89
0000000480,0,21,74,232,11,6.28
0000000481,1,27,100,346,17,71.11
0000000482,1,25,5,21,1,62.42
0000000483,0,27,44,179,3,7.59
0000000484,0,26,88,75,10,65.99
0000000485,0,26,82,234,11,55.77
0000000486,0,29,8,512,1,0.55
0000000487,0,30,56,297,5,42.62
0000000488,1,21,95,310,8,14.20
0000000489,1,22,47,486,5,52.82
0000000490,0,18,24,292,4,20.72
0000000491,0,21,87,490,7,7.58
0000000492,1,29,10,358,2,2.73
0000000493,1,21,4,65,1,89.19
0000000494,0,20,55,408,2,96.23
0000000495,0,25,1,439,1,31.54
0000000496,0,28,44,393,4,69.54
0000000497,1,22,22,104,2,72.96
0000000498,0,18,50,172,9,64.37
0000000499,0,24,49,248,3,45.73
0000000500,1,23,2,315,1,13.99
0000000501,1,30,28,280,2,59.10
0000000502,1,21,70,88,14,29.69
0000000503,0,19,25,76,5,48.54
0000000504,1,26,47,508,9,70.51
0000000505,1,24,29,92,5,26.90
0000000506,0,25,51,172,5,57.07
0000000507,0,19,52,147,2,74.91
0000000508,1,18,97,95,15,98.19
0000000509,1,24,71,588,10,80.25
0000000510,0,24,58,517,2,12.69
0000000511,1,18,68,117,2,49.82
0000000512,0,27,61,67,1,43.32
0000000513,1,25,99,273,17,78.30
0000000514,1,24,90,470,4,30.74
0000000515,0,28,27,167,5,43.21
0000000516,1,23,4,78,1,19.29
0000000517,0,23,37,476,4,24.88
0000000518,0,25,14,27,2,76.28
0000000519,0,23,77,553,8,68.33
0000000520,0,19,86,393,7,75.60
0000000521,0,24,58,207,5,30.88
0000000522,1,23,23,505,4,54.41
0000000523,1,29,34,320,4,37.48
0000000524,1,19,2,17,1,92.00
0000000525,0,29,83,231,1,85.21
0000000526,1,28,32,425,5,61.01
0000000527,0,30,93,49,5,2.00
0000000528,0,22,49,328,7,51.85
0000000529,1,25,93,272,17,13.80
0000000530,1,28,22,418,2,25.87
0000000531,0,21,27,206,1,34.60
0000000532,1,18,64,67,10,17.08
0000000533,0,22,73,400,12,97.75
0000000534,1,27,29,24,5,34.83
0000000535,0,29,30,545,6,15.77
0000000536,0,18,98,481,9,69.36
0000000537,1,24,32,367,2,32.60
0000000538,0,27,79,506,3,0.25
0000000539,1,23,7,562,1,44.81
0000000540,1,24,68,423,8,75.16
0000000541,1,30,96,119,6,16.88
0000000542,1,20,21,473,4,58.22
0000000543,1,25,64,130,3,48.11
0000000544,1,21,94,516,7,89.80
0000000545,0,27,71,553,3,41.69
0000000546,1,18,23,57,4,51.88
0000000547,0,23,73,158,2,0.79
0000000548,0,21,14,105,1,72.76
0000000549,0,29,32,348,4,87.11
0000000550,1,27,88,146,15,43.32
0000000551,1,30,80,270,1,60.54
0000000552,1,21,67,506,2,55.69
0000000553,0,22,4,586,1,53.84
0000000554,1,27,58,345,10,9.24
0000000555,1,29,76,424,6,40.63
0000000556,1,20,99,590,15,63.25
0000000557,1,29,67,123,4,12.43
0000000558,1,25,6,463,1,8.05
0000000559,0,21,37,392,1,94.04
0000000560,0,24,25,411,4,32.04
0000000561,0,26,71,197,8,38.23
0000000562,1,21,98,50,12,99.78
0000000563,1,19,55,295,1,13.54
0000000564,1,20,28,48,2,52.88
0000000565,1,26,85,159,12,40.63
0000000566,0,18,81,104,3,36.27
0000000567,0,21,69,326,13,92.89
0000000568,1,27,86,436,8,29.17
0000000569,1,26,50,327,7,84.47
0000000570,0,25,22,539,1,79.33
0000000571,0,19,32,41,2,86.24
0000000572,0,24,23,248,1,77.00
0000000573,0,22,80,564,10,3.54
0000000574,0,23,5,294,1,34.48
0000000575,0,27,78,125,5,34.32
0000000576,1,30,96,11,16,61.04
0000000577,1,20,36,494,1,41.78
0000000578,0,20,42,215,3,38.28
0000000579,0,28,74,3,10,16.65
0000000580,1,21,41,31,7,18.25
0000000581,1,24,19,32,2,0.65
0000000582,1,19,18,166,3,81.21
0000000583,0,22,100,419,9,79.00
0000000584,1,29,81,202,5,0.23
0000000585,1,20,59,223,1,81.92
0000000586,1,22,19,91,2,52.02
0000000587,1,27,31,599,4,71.84
0000000588,0,29,68,216,6,72.85
0000000589,0,23,32,269,1,28.54
0000000590,1,28,75,545,13,40.80
0000000591,1,24,92,119,4,2.85
0000000592,0,30,87,485,11,81.79
0000000593,1,21,83,223,11,24.04
0000000594,1,25,82,521,5,38.24
0000000595,0,26,69,150,3,62.01
0000000596,0,19,86,294,17,61.78
0000000597,0,20,11,249,2,87.50
0000000598,0,27,13,59,2,80.15
0000000599,1,21,71,527,5,44.38
0000000600,0,21,25,227,2,56.61
0000000601,1,20,63,146,6,55.70
0000000602,0,27,16,137,3,9.29
0000000603,0,25,21,410,3,77.76
0000000604,1,21,10,488,2,75.19
0000000605,0,19,35,393,3,36.39
0000000606,0,19,91,419,8,56.49
0000000607,0,22,20,218,1,95.74
0000000608,1,24,47,363,1,50.76
0000000609,0,29,47,137,3,92.95
0000000610,0,21,30,518,6,17.54
0000000611,0,21,10,288,2,94.92
0000000612,1,28,31,24,5,11.64
0000000613,1,20,99,507,19,9.48
0000000614,1,26,100,564,11,96.08
0000000615,1,22,89,264,6,40.62
0000000616,0,26,45,123,7,6.56
0000000617,0,27,98,8,15,22.24
0000000618,0,24,67,436,6,33.41
0000000619,1,20,63,137,11,26.08
0000000620,1,30,22,469,2,36.50
0000000621,1,23,33,260,4,3.62
0000000622,1,28,84,25,11,24.83
0000000623,1,24,15,53,2,37.65
0000000624,0,30,18,341,1,66.99
0000000625,0,29,92,261,18,48.21
0000000626,0,26,43,133,4,36.13
0000000627,1,29,63,144,8,98.94
0000000628,0,30,80,475,15,4.59
0000000629,0,18,70,321,2,96.59
0000000630,0,29,1,307,1,17.27
0000000631,1,26,46,563,1,9.78
0000000632,0,18,48,168,5,95.97
0000000633,0,18,70,387,4,97.58
0000000634,1,28,65,6,12,91.31
0000000635,1,27,47,36,6,41.05
0000000636,0,19,69,223,7,1.70
0000000637,1,18,2,210,1,81.40
0000000638,1,28,17,324,1,10.65
0000000639,1,23,71,586,7,49.98
0000000640,0,22,7,528,1,2.27
0000000641,1,24,29,128,1,42.87
0000000642,1,21,11,83,2,94.38
0000000643,1,26,75,556,15,99.68
0000000644,0,29,87,190,12,54.01
0000000645,0,23,86,578,8,41.72
0000000646,1,20,30,423,1,68.52
0000000647,1,19,44,182,7,41.57
0000000648,0,26,9,565,1,16.99
0000000649,0,30,35,157,2,37.57
0000000650,1,30,48,453,7,91.90
0000000651,1,30,39,356,2,94.43
0000000652,1,20,46,487,3,26.87
0000000653,0,21,4,20,1,33.32
0000000654,0,26,57,222,10,94.43
0000000655,0,30,97,193,3,11.63
0000000656,0,28,25,353,2,91.41
0000000657,0,19,96,172,3,22.90
0000000658,0,21,97,477,7,79.03
0000000659,0,29,95,544,6,44.36
0000000660,0,25,41,298,6,9.01
0000000661,1,29,35,479,5,83.17
0000000662,1,29,14,535,2,98.93
0000000663,0,26,47,361,9,37.09
0000000664,0,29,90,358,2,67.12
0000000665,0,20,6,463,1,87.45
0000000666,1,20,24,151,3,49.02
0000000667,0,29,20,514,3,25.52
0000000668,0,20,17,540,3,71.35
0000000669,1,27,55,471,7,68.10
0000000670,1,27,66,351,11,33.48
0000000671,1,30,88,66,12,16.93
0000000672,0,23,52,243,5,15.81
0000000673,0,22,6,42,1,58.83
0000000674,0,27,70,327,13,92.60
0000000675,1,18,54,219,6,85.54
0000000676,0,27,50,395,6,27.28
0000000677,0,28,50,103,2,80.79
0000000678,0,19,75,281,14,45.43
0000000679,1,21,9,111,1,22.88
0000000680,0,20,57,46,5,56.63
0000000681,1,22,70,43,14,17.75
0000000682,1,20,22,132,1,15.58
0000000683,0,19,31,48,5,42.53
0000000684,0,30,70,23,8,47.06
0000000685,0,18,91,532,11,82.86
0000000686,0,24,73,72,6,53.76
0000000687,1,25,89,402,13,68.47
0000000688,1,30,64,387,12,22.28
0000000689,1,29,51,177,2,77.11
0000000690,0,30,13,217,2,50.78
0000000691,0,22,38,55,4,96.50
0000000692,1,29,18,75,2,27.29
0000000693,1,20,36,375,3,90.15
0000000694,0,30,97,431,16,98.70
0000000695,1,25,56,523,1,80.58
0000000696,0,23,60,362,6,22.66
0000000697,1,23,88,227,4,11.70
0000000698,0,27,53,546,10,26.09
0000000699,1,24,91,491,7,48.78
0000000700,1,18,63,236,1,67.17
0000000701,0,19,78,139,1,74.65
0000000702,1,24,89,101,13,56.14
0000000703,1,21,45,109,1,22.20
0000000704,1,19,45,537,7,2.60
0000000705,0,19,88,194,7,7.50
0000000706,0,21,42,183,8,87.39
0000000707,1,24,46,508,4,99.93
0000000708,0,23,85,295,15,12.37
0000000709,1,18,28,30,3,83.24
0000000710,1,19,93,295,1,85.31
0000000711,1,25,31,4,5,65.90
0000000712,1,24,10,357,1,74.76
0000000713,0,28,98,329,12,93.05
0000000714,1,23,5,572,1,34.01
0000000715,0,30,42,557,2,72.09
0000000716,1,28,6,442,1,62.31
0000000717,0,26,3,595,1,40.60
0000000718,0,20,76,513,15,81.17
0000000719,0,29,52,385,2,29.02
0000000720,1,30,26,407,5,39.74
0000000721,1,30,39,286,5,1.44
0000000722,1,27,58,318,6,81.65
0000000723,0,30,38,422,4,2.41
0000000724,1,28,15,312,1,94.44
0000000725,0,28,39,78,5,0.54
0000000726,0,23,99,88,18,86.08
0000000727,1,20,64,501,12,91.85
0000000728,1,28,68,82,3,4.48
0000000729,1,28,25,320,3,96.17
0000000730,1,21,15,590,1,11.84
0000000731,1,19,98,600,17,45.31
0000000732,1,22,14,193,1,58.24
0000000733,1,18,46,263,7,35.64
0000000734,0,23,40,163,2,82.31
0000000735,0,18,1,559,1,26.84
0000000736,1,29,93,409,2,90.28
